name,sex,year,count,baseline,ratio,score
Tammy,F,1958,9987,255,39.16,391137.9
Jaime,F,1976,7838,259,30.26,237197.9
Devante,M,1992,1565,12,130.42,204102.1
Nakia,F,1974,1135,7,162.14,184032.1
Nevaeh,F,2001,1199,8,149.88,179700.1
Ailany,F,2025,7136,311,22.95,163737.9
Catina,F,1972,1372,14,98.0,134456.0
Jalen,M,1993,1392,15,92.8,129177.6
Jermaine,M,1971,1014,8,126.75,128524.5
Jaslene,F,2008,872,6,145.33,126730.7
Ashley,F,1983,33289,8874,3.75,124876.9
Shirley,F,1935,42366,14476,2.93,123989.9
Debra,F,1951,17064,2392,7.13,121730.8
Deneen,F,1964,1604,22,72.91,116946.2
Debra,F,1952,26832,6176,4.34,116573.2
Katina,F,1972,2747,68,40.4,110970.7
Cheryl,F,1944,7972,591,13.49,107534.3
Jason,M,1970,27272,7143,3.82,104124.6
Ashley,F,1984,38773,14851,2.61,101228.6
Tammy,F,1957,4365,193,22.62,98721.4
Aaliyah,F,1994,1451,22,65.95,95700.0
Tevin,M,1991,1099,13,84.54,92907.8
Deanna,F,1937,1624,29,56.0,90944.0
Shelby,F,1991,10220,1203,8.5,86823.3
Tyrese,M,1999,1692,35,48.34,81796.1
Jayceon,M,2013,1849,42,44.02,81400.0
Yahir,M,2003,1274,20,63.7,81153.8
Nicholas,M,1978,16342,3466,4.71,77051.6
Woodrow,M,1912,1843,45,40.96,75481.1
Deborah,F,1950,29063,11244,2.58,75120.8
Nicholas,M,1979,21344,6071,3.52,75039.8
Jaclyn,F,1977,1939,51,38.02,73720.0
Cindy,F,1957,20272,5588,3.63,73542.2
Catina,F,1973,1236,23,53.74,66421.6
Deanna,F,1938,2254,77,29.27,65980.7
Bentley,M,2010,3776,217,17.4,65705.9
Katina,F,1973,2473,95,26.03,64376.1
Mariah,F,1991,5192,423,12.27,63727.8
Shelby,F,1936,1071,18,59.5,63724.5
Deborah,F,1949,19209,5837,3.29,63215.0
Aaliyah,F,1995,1256,25,50.24,63101.4
Jalen,M,1992,612,6,102.0,62424.0
Bentley,M,2011,5587,522,10.7,59798.0
Shelby,F,1937,1997,67,29.81,59522.5
Miley,F,2007,1233,26,47.42,58472.7
Sabrina,F,1955,1121,22,50.95,57120.0
Talan,M,2006,1060,20,53.0,56180.0
Ethan,M,1990,6989,896,7.8,54515.8
Brittany,F,1985,15437,4377,3.53,54443.9
Brittany,F,1986,20313,7665,2.65,53831.4
Kiara,F,1989,2624,128,20.5,53792.0
Shaun,M,1978,6105,699,8.73,53320.5
Samantha,F,1965,1961,73,26.86,52678.4
Tristan,M,1996,5458,567,9.63,52539.3
Jamie,F,1976,12539,3020,4.15,52061.8
Corey,M,1969,4924,466,10.57,52029.6
Marlene,F,1931,2585,129,20.04,51800.2
Dylan,M,1992,15064,4414,3.41,51410.1
Deborah,F,1948,11244,2471,4.55,51164.5
Jason,M,1969,16488,5336,3.09,50947.2
Marquita,F,1983,2543,128,19.87,50522.3
Tabatha,F,1966,500,5,100.0,50000.0
Allisson,F,2008,768,12,64.0,49152.0
Mallory,F,1984,1469,45,32.64,47954.7
Linda,F,1940,18370,7047,2.61,47886.6
Addison,F,2007,11949,3023,3.95,47230.8
Jase,M,2013,4555,454,10.03,45700.5
Woodrow,M,1913,2333,121,19.28,44982.6
Judith,F,1939,16625,6146,2.71,44970.8
Maximus,M,2001,892,18,49.56,44203.6
Marely,F,2008,1005,23,43.7,43914.1
Brenda,F,1940,5442,676,8.05,43809.7
Tammy,F,1959,13707,4365,3.14,43042.8
Tammie,F,1958,1311,41,31.98,41920.0
Audra,F,1966,892,19,46.95,41877.1
Jaslene,F,2007,501,6,83.5,41833.5
Kayla,F,1987,10576,2681,3.94,41720.2
Jeannine,F,1929,1183,34,34.79,41161.4
Whitney,F,1986,9536,2287,4.17,39761.8
Shania,F,1996,1837,85,21.61,39700.8
Jamie,F,1977,12895,4233,3.05,39282.1
Kayla,F,1983,3527,317,11.13,39242.0
Heather,F,1970,14669,5502,2.67,39109.3
Kayla,F,1988,13433,4657,2.88,38747.2
Jalisa,F,1988,520,7,74.29,38628.6
Jaime,F,1977,5906,914,6.46,38162.8
Trinity,F,2000,4284,481,8.91,38155.2
Dawson,M,1999,2802,209,13.41,37565.6
Nicole,F,1970,10691,3083,3.47,37073.5
Tevin,M,1990,607,10,60.7,36844.9
Chad,M,1971,12137,4060,2.99,36282.5
Ashanti,F,2002,2946,243,12.12,35715.7
Miley,F,2008,2652,198,13.39,35520.7
Jenna,F,1985,6436,1168,5.51,35464.1
Cynthia,F,1947,10530,3127,3.37,35459.2
Gregory,M,1947,9327,2474,3.77,35162.9
Omarion,M,2002,418,5,83.6,34944.8
Darrin,M,1965,3255,310,10.5,34177.5
Ryan,M,1972,8878,2323,3.82,33929.8
Debra,F,1950,6176,1125,5.49,33904.9
Marlene,F,1932,3219,306,10.52,33862.6
Douglas,M,1942,11233,3732,3.01,33810.4
Kim,F,1956,9897,2926,3.38,33475.9
Dylan,M,1991,9763,2853,3.42,33409.1
Brianne,F,1979,1663,83,20.04,33320.1
Brenda,F,1939,2756,233,11.83,32598.9
Krystle,F,1982,916,26,35.23,32271.4
Whitley,F,1988,508,8,63.5,32258.0
Shannon,F,1969,10452,3444,3.03,31720.2
Jaheim,M,2001,554,10,55.4,30691.6
Ermias,M,2019,523,9,58.11,30392.1
Aja,F,1978,491,8,61.38,30135.1
Denise,F,1952,11652,4514,2.58,30077.3
Mike,M,1958,10779,3900,2.76,29791.5
Jenna,F,1984,5882,1168,5.04,29621.5
Denise,F,1951,8116,2236,3.63,29458.6
Nevaeh,F,2002,1699,99,17.16,29157.6
Jeremy,M,1970,4318,640,6.75,29133.0
Farrah,F,1977,1515,81,18.7,28336.1
Addison,F,2006,7622,2055,3.71,28270.0
Ailany,F,2024,2606,241,10.81,28179.4
Mareli,F,2008,411,6,68.5,28153.5
Warren,M,1921,7798,2180,3.58,27893.9
Demond,M,1972,403,6,67.17,27068.2
Akeelah,F,2006,403,6,67.17,27068.2
Jeremy,M,1971,7498,2082,3.6,27002.9
Khloe,F,2009,3459,447,7.74,26766.6
Yulissa,F,1997,612,14,43.71,26753.1
Sheena,F,1982,1956,144,13.58,26569.0
Franklin,M,1933,5363,1089,4.92,26411.2
Tami,F,1958,1829,128,14.29,26134.7
Heather,F,1969,10069,3904,2.58,25969.5
Taylor,F,1991,10253,4069,2.52,25835.3
Bret,M,1958,1514,91,16.64,25189.0
Shelby,F,1992,9396,3517,2.67,25102.3
Ethan,M,1989,4056,656,6.18,25078.0
Noah,M,1996,7184,2081,3.45,24800.5
Gregory,M,1946,5672,1305,4.35,24652.6
Jasmine,F,1989,9549,3723,2.56,24491.9
Kelly,F,1958,4471,830,5.39,24084.1
Dominique,F,1985,3299,454,7.27,23972.2
Judy,F,1939,8081,2741,2.95,23824.4
Darren,M,1959,1299,71,18.3,23766.2
Deborah,F,1947,5837,1462,3.99,23304.1
Cheryl,F,1945,8149,2878,2.83,23073.7
Tina,F,1956,5330,1236,4.31,22984.5
Vanessa,F,1953,2007,176,11.4,22886.6
Ariel,F,1991,5411,1284,4.21,22802.9
Amaya,F,2000,1632,117,13.95,22764.3
Jermaine,M,1972,1967,171,11.5,22626.3
Jayceon,M,2014,2016,182,11.08,22331.1
Iesha,F,1991,1896,161,11.78,22328.0
Ashton,F,1986,954,41,23.27,22198.0
Selena,F,1995,3825,663,5.77,22067.3
Kimberly,F,1956,6730,2087,3.22,21702.4
Brantley,M,2012,2588,311,8.32,21536.2
Kelly,F,1959,6380,1903,3.35,21389.6
Yesenia,F,1971,527,13,40.54,21363.8
Adaline,F,2016,1882,166,11.34,21336.9
Alondra,F,1996,2021,193,10.47,21162.9
Aiden,M,2003,5684,1587,3.58,20357.8
Linda,F,1938,7047,2440,2.89,20352.5
Ella,F,2003,5909,1722,3.43,20276.6
Mariah,F,1992,4712,1103,4.27,20129.6
Lindsay,F,1976,2070,213,9.72,20116.9
Gloria,F,1922,4496,1016,4.43,19895.7
Talan,M,2005,446,10,44.6,19891.6
Sheree,F,1955,1269,81,15.67,19881.0
Dewey,M,1898,1115,63,17.7,19733.7
Harper,F,2012,7199,2634,2.73,19675.6
Brandy,F,1973,3715,705,5.27,19576.2
Tristen,M,1996,1188,73,16.27,19333.5
Mike,M,1957,7247,2732,2.65,19223.6
Mandy,F,1976,2924,446,6.56,19169.9
Mandy,F,1975,2710,385,7.04,19075.6
Malik,M,1996,4026,853,4.72,19002.0
Calvin,M,1924,4918,1282,3.84,18866.4
Troy,M,1961,4259,963,4.42,18836.0
Taylor,F,1990,7262,2801,2.59,18827.8
Heath,M,1966,433,10,43.3,18748.9
Cheryl,F,1943,2878,442,6.51,18739.6
Nicole,F,1969,7212,2776,2.6,18736.7
Devonte,M,1992,1325,94,14.1,18676.9
Kim,F,1955,5687,1739,3.27,18598.0
Dawson,M,1998,1895,195,9.72,18415.5
Mya,F,1999,1885,196,9.62,18128.7
Aiden,M,2004,7161,2832,2.53,18107.3
Tim,M,1958,5540,1717,3.23,17875.1
Troy,M,1962,6048,2056,2.94,17791.0
Mallory,F,1983,689,27,25.52,17582.3
Camryn,F,1999,2048,240,8.53,17476.3
Bret,M,1959,1839,194,9.48,17432.6
Audrina,F,2008,932,50,18.64,17372.5
Chase,M,1983,1823,194,9.4,17130.6
Khloe,F,2010,5412,1715,3.16,17078.6
Farrah,F,1976,836,41,20.39,17046.2
Ryan,M,1971,6184,2245,2.75,17034.2
Darren,M,1965,5938,2081,2.85,16943.7
Connor,M,1993,6452,2462,2.62,16908.3
Demond,M,1973,411,10,41.1,16892.1
Kirby,F,1984,367,8,45.88,16836.1
Tristan,M,1995,3088,567,5.45,16817.9
Tricia,F,1969,2981,529,5.64,16798.4
Rosalie,F,1938,3758,845,4.45,16713.1
Jordan,F,1990,5957,2127,2.8,16683.5
Jazlene,F,2008,340,7,48.57,16514.3
Kayla,F,1982,2275,314,7.25,16482.9
Tamatha,F,1967,314,6,52.33,16432.7
Khadijah,F,1994,1615,159,10.16,16403.9
Aaden,M,2008,958,56,17.11,16388.6
Kizzie,F,1977,286,5,57.2,16359.2
Zion,M,1999,1070,70,15.29,16355.7
Rhiannon,F,1977,491,15,32.73,16072.1
Linda,F,1937,4378,1197,3.66,16012.4
Shaquille,M,1993,1785,199,8.97,16011.2
Tamara,F,1958,3412,728,4.69,15991.4
Pamela,F,1943,4839,1468,3.3,15950.9
Ashton,M,2004,5436,1853,2.93,15947.2
Tracy,F,1960,5768,2109,2.73,15775.2
Kadijah,F,1994,486,15,32.4,15746.4
Lainey,F,2024,5156,1698,3.04,15656.3
Lavar,M,1977,279,5,55.8,15568.2
Audrina,F,2007,413,11,37.55,15506.3
Harold,M,1913,6157,2448,2.52,15485.6
Connor,M,1992,4609,1377,3.35,15426.9
Aaliyah,F,2002,4779,1496,3.19,15266.6
Dillon,M,1992,5062,1682,3.01,15234.2
Jeff,M,1958,5808,2220,2.62,15195.0
Bria,F,1993,1698,190,8.94,15174.8
Isaiah,M,1996,5324,1870,2.85,15157.7
Warren,M,1920,5492,1990,2.76,15156.8
Sheree,F,1954,685,31,22.1,15136.3
Lisha,F,1960,275,5,55.0,15125.0
Madison,F,1985,301,6,50.17,15100.2
Eithan,M,2025,3636,876,4.15,15091.9
Audra,F,1967,1153,90,12.81,14771.2
Elian,M,2000,578,23,25.13,14525.4
Justice,F,1994,719,36,19.97,14360.0
Krystle,F,1981,448,14,32.0,14336.0
Sebastian,M,2000,5029,1768,2.84,14304.8
Ariel,F,1990,3607,911,3.96,14281.5
Tre,M,1992,519,19,27.32,14176.9
Cataleya,F,2012,639,29,22.03,14080.0
Bianca,F,1989,3593,920,3.91,14032.2
Kobe,M,1998,1104,87,12.69,14009.4
Marquita,F,1984,1374,135,10.18,13984.3
Sabrina,F,1977,4305,1327,3.24,13966.1
Jaclyn,F,1978,2129,325,6.55,13946.6
Dalton,M,1991,2357,402,5.86,13819.5
Lori,F,1955,4976,1792,2.78,13817.3
Shelby,F,1990,3517,899,3.91,13758.9
Lara,F,1967,945,65,14.54,13738.8
Harold,M,1912,5102,1909,2.67,13635.6
Gloria,F,1921,2731,547,4.99,13635.0
Kobe,M,1997,350,9,38.89,13611.1
Trinity,F,2001,4481,1481,3.03,13558.0
Brittney,F,1986,4593,1559,2.95,13531.5
Chelsea,F,1983,2708,542,5.0,13530.0
Raymond,M,1913,5310,2088,2.54,13503.9
Lindsay,F,1977,2635,515,5.12,13482.0
Luann,F,1954,1638,202,8.11,13282.4
Audrianna,F,1989,257,5,51.4,13209.8
Aria,F,2013,5118,1983,2.58,13209.2
Alexande,M,1989,301,7,43.0,12943.0
Marian,F,1954,4013,1245,3.22,12935.1
Kiara,F,1990,1690,222,7.61,12865.3
Dillon,M,1991,3634,1027,3.54,12858.8
Richard,M,1913,5107,2030,2.52,12848.0
Bailey,M,1996,1550,188,8.24,12779.3
Sekani,M,2019,252,5,50.4,12700.8
Lainey,F,2023,3941,1229,3.21,12637.5
Jillian,F,1977,1054,88,11.98,12624.0
Judy,F,1938,4992,1987,2.51,12541.6
Delano,M,1933,316,8,39.5,12482.0
Jase,M,2014,3754,1130,3.32,12471.3
Wyatt,M,1995,2826,645,4.38,12381.8
Kelsey,F,1987,4574,1699,2.69,12314.0
Sandra,F,1935,4089,1365,3.0,12249.0
Lori,F,1954,3440,972,3.54,12174.5
Analia,F,2009,997,82,12.16,12122.1
Marcus,M,1970,4315,1538,2.81,12106.1
Wesley,M,1977,4302,1531,2.81,12088.3
Everly,F,2014,1872,290,6.46,12084.1
Kareem,M,1972,378,12,31.5,11907.0
Tammi,F,1958,361,11,32.82,11847.4
Karen,F,1938,4508,1718,2.62,11828.9
Darren,M,1960,2209,417,5.3,11701.9
Tristin,M,1996,630,34,18.53,11673.5
Kiara,F,1999,4024,1389,2.9,11657.7
Aubree,F,2012,4052,1413,2.87,11619.7
Ehlani,F,2021,241,5,48.2,11616.2
Aria,F,2012,3233,904,3.58,11562.3
Kingston,M,2008,1535,204,7.52,11550.1
Renada,F,1980,240,5,48.0,11520.0
Grover,M,1884,802,56,14.32,11485.8
Ermias,M,2020,415,15,27.67,11481.7
Dalton,M,1990,1571,215,7.31,11479.3
Colton,M,1989,1925,324,5.94,11437.1
Kennedy,F,1995,1235,134,9.22,11382.3
Shanice,F,1992,1859,304,6.12,11368.0
Jeff,M,1957,4092,1482,2.76,11298.6
Brittney,F,1985,3224,921,3.5,11285.8
Nayeli,F,2001,1845,302,6.11,11271.6
Dustin,M,1969,758,51,14.86,11266.0
Urijah,M,2008,237,5,47.4,11233.8
Sierra,F,1986,1610,231,6.97,11221.2
Brittany,F,1983,4377,1714,2.55,11177.4
Mindy,F,1979,3712,1235,3.01,11157.0
Ashton,M,2003,4215,1598,2.64,11117.8
Adeline,F,2016,4120,1531,2.69,11087.1
Raymond,M,1912,4374,1737,2.52,11014.3
Triston,M,1996,726,48,15.12,10980.8
Pamela,F,1942,2632,631,4.17,10978.5
Devin,F,1978,418,16,26.12,10920.2
Jeremy,M,1969,2082,397,5.24,10918.7
Gael,M,2012,2745,692,3.97,10888.8
Pam,F,1958,3065,866,3.54,10847.8
Mya,F,1998,1284,152,8.45,10846.4
Telly,M,1974,294,8,36.75,10804.5
Ramona,F,1928,2239,466,4.8,10757.8
Donald,M,1913,3702,1275,2.9,10748.9
Khloe,F,2008,1715,275,6.24,10695.4
Atreus,M,2019,292,8,36.5,10658.0
Tricia,F,1970,3132,924,3.39,10616.3
Richard,M,1912,4188,1654,2.53,10604.2
Santana,F,1985,385,14,27.5,10587.5
Sheena,F,1983,2636,657,4.01,10576.1
Jerilyn,F,1942,325,10,32.5,10562.5
Mia,F,1965,1053,105,10.03,10560.1
Krystal,F,1982,3504,1164,3.01,10548.1
Kimberly,F,1955,3862,1428,2.7,10444.7
Jeremiah,M,1977,4151,1651,2.51,10436.6
Cadence,F,2004,1552,232,6.69,10382.3
Joni,F,1954,917,81,11.32,10381.3
Easton,M,2011,3762,1369,2.75,10337.9
Ella,F,2002,3567,1232,2.9,10327.5
Tammie,F,1957,618,37,16.7,10322.3
Brantley,M,2013,3193,991,3.22,10287.8
Scottie,F,2025,2228,485,4.59,10235.0
Aaden,M,2009,1269,158,8.03,10192.2
Brandi,F,1973,2843,795,3.58,10166.9
Colby,M,2001,3859,1465,2.63,10165.1
Renata,F,1980,720,51,14.12,10164.7
Desiree,F,1955,766,58,13.21,10116.5
Joshua,M,1971,3650,1321,2.76,10085.2
Vanessa,F,1954,2643,695,3.8,10051.0
Madison,F,1986,646,42,15.38,9936.1
Nico,M,1989,315,10,31.5,9922.5
Cathy,F,1947,2859,824,3.47,9919.8
Elizabet,F,1989,445,20,22.25,9901.2
Alaia,F,2020,2282,527,4.33,9881.4
Carl,M,1913,3935,1574,2.5,9837.5
Brett,M,1958,2135,464,4.6,9823.8
Coraima,F,1993,221,5,44.2,9768.2
Tina,F,1955,3275,1099,2.98,9759.4
Alondra,F,1995,1205,149,8.09,9745.1
Noah,M,1995,3824,1504,2.54,9722.7
Michaela,F,1994,3044,960,3.17,9652.0
Trista,F,1984,1215,153,7.94,9648.5
Brandon,M,1971,3263,1107,2.95,9618.0
Tara,F,1969,3520,1291,2.73,9597.5
Darin,M,1965,2614,712,3.67,9596.9
Donald,M,1912,2872,860,3.34,9591.1
Aliyah,F,1994,732,56,13.07,9568.3
Malik,M,1995,2707,766,3.53,9566.4
Tanner,M,1992,3641,1387,2.63,9558.0
Shaun,M,1977,2578,699,3.69,9508.0
Courtney,F,1975,2775,813,3.41,9471.9
Belinda,F,1949,1510,241,6.27,9461.0
Sharon,F,1936,3573,1355,2.64,9421.6
Kingston,M,2007,893,85,10.51,9381.8
Aja,F,1979,362,14,25.86,9360.3
Mcarthur,M,1942,290,9,32.22,9344.4
Aliyah,F,1995,785,66,11.89,9336.7
Hayden,F,2008,2662,761,3.5,9311.8
Litzy,F,2000,722,56,12.89,9308.6
Britney,F,2000,2404,621,3.87,9306.3
Denzel,M,1991,720,56,12.86,9257.1
Nikia,F,1975,272,8,34.0,9248.0
Luann,F,1953,1197,155,7.72,9243.9
Tim,M,1957,3251,1144,2.84,9238.6
Ralph,M,1912,3435,1278,2.69,9232.6
Janis,F,1947,3205,1128,2.84,9106.4
Dakota,M,1991,2739,824,3.32,9104.5
Aiden,M,2002,2832,881,3.21,9103.5
Ruth,F,1892,3290,1195,2.75,9057.8
Willard,M,1915,2889,926,3.12,9013.3
Deja,F,1996,1638,298,5.5,9003.5
Cassidy,F,1995,3042,1028,2.96,9001.7
Jonael,M,2015,232,6,38.67,8970.7
Raven,F,1990,1760,348,5.06,8901.1
Janay,F,1987,596,40,14.9,8880.4
Xander,M,2003,1424,229,6.22,8854.9
Tami,F,1959,2741,850,3.22,8838.9
Sienna,F,2006,1988,453,4.39,8724.4
Gary,M,1934,3354,1295,2.59,8686.7
Raven,F,1991,2026,476,4.26,8623.3
Bently,M,2010,359,15,23.93,8592.1
Nicole,F,1967,2776,898,3.09,8581.5
Rita,F,1915,3063,1096,2.79,8560.2
Angelina,F,2001,3368,1327,2.54,8548.2
Lauren,F,1945,381,17,22.41,8538.9
Brandon,M,1970,2544,759,3.35,8526.9
Everleigh,F,2019,2620,807,3.25,8506.1
Axel,M,2001,1274,192,6.64,8453.5
Truce,M,2025,331,13,25.46,8427.8
Debra,F,1949,2392,679,3.52,8426.6
Kassandra,F,1993,2731,889,3.07,8389.6
Bianca,F,1988,2637,831,3.17,8368.0
Zaria,F,1996,289,10,28.9,8352.1
Jolette,F,2005,258,8,32.25,8320.5
Shanice,F,1988,938,106,8.85,8300.4
Gina,F,1955,1840,410,4.49,8257.6
Darrin,M,1966,2569,801,3.21,8239.4
Bethzy,F,2006,301,11,27.36,8236.5
Carly,F,1973,240,7,34.29,8228.6
Tamatha,F,1966,222,6,37.0,8214.0
Kenneth,M,1913,3065,1148,2.67,8183.1
Allisson,F,2009,487,29,16.79,8178.2
Erica,F,1970,2789,956,2.92,8136.5
Pam,F,1957,1959,473,4.14,8113.5
Infant,F,1989,392,19,20.63,8087.6
Tenley,F,2011,736,67,10.99,8085.0
Lizbeth,F,2002,2569,817,3.14,8078.0
Deneen,F,1965,421,22,19.14,8056.4
Nikita,F,1986,1034,133,7.77,8038.8
Esmeralda,F,1998,2477,768,3.23,7989.0
Mila,F,2012,2642,881,3.0,7923.0
Cheyenne,F,1991,1718,373,4.61,7912.9
Sandra,F,1934,2550,822,3.1,7910.6
Bailey,M,1995,1010,129,7.83,7907.8
Rihanna,F,2007,789,79,9.99,7880.0
Scottie,F,2024,1519,293,5.18,7875.0
Sabrina,F,1967,2628,879,2.99,7857.1
Gage,M,1990,667,57,11.7,7805.1
Mikayla,F,1994,1793,413,4.34,7784.1
Xena,F,1996,279,10,27.9,7784.1
Akeelah,F,2007,249,8,31.12,7750.1
Samantha,F,1966,1793,415,4.32,7746.6
Joni,F,1953,757,74,10.23,7743.9
Gael,M,2013,2307,692,3.33,7691.1
Yesenia,F,1987,2003,522,3.84,7685.8
Zina,F,1963,679,60,11.32,7684.0
Jaden,M,2000,2520,827,3.05,7678.8
Yesenia,F,1972,471,29,16.24,7649.7
Summer,F,1977,2447,784,3.12,7637.5
Audriana,F,1989,214,6,35.67,7632.7
Brett,M,1959,2226,653,3.41,7588.2
Greg,M,1957,2972,1166,2.55,7575.3
Kylie,F,1989,1927,492,3.92,7547.4
Tenley,F,2010,672,60,11.2,7526.4
Marilyn,F,1923,2286,696,3.28,7508.3
Paris,F,2004,2150,617,3.48,7491.9
Paulette,F,1943,1440,277,5.2,7485.9
Camryn,F,1998,782,82,9.54,7457.6
Ciji,F,1983,244,8,30.5,7442.0
Amarion,M,2003,404,22,18.36,7418.9
Ayden,M,2003,1830,452,4.05,7409.1
Chad,M,1967,2946,1172,2.51,7405.2
Cassidy,F,1994,2306,725,3.18,7334.7
Ramona,F,1929,2036,566,3.6,7323.8
Kenneth,M,1912,2538,880,2.88,7319.8
Dayami,F,2008,392,21,18.67,7317.3
Jordan,F,1986,2083,594,3.51,7304.5
Kecia,F,1965,560,43,13.02,7293.0
Contina,F,1972,209,6,34.83,7280.2
Marely,F,2007,391,21,18.62,7280.0
Marley,F,2008,2359,766,3.08,7264.9
Rhonda,F,1950,2567,908,2.83,7257.1
Julissa,F,1997,1355,254,5.33,7228.4
Heath,M,1967,516,37,13.95,7196.1
Jeannine,F,1928,424,25,16.96,7191.0
Brantley,M,2011,991,137,7.23,7168.5
Cory,M,1969,1783,444,4.02,7160.1
Lauryn,F,1999,1883,498,3.78,7119.9
Lara,F,1968,1295,236,5.49,7106.0
Brandy,F,1972,2081,610,3.41,7099.3
Nadia,F,1977,790,88,8.98,7092.0
Kylo,M,2016,238,8,29.75,7080.5
Deja,F,1995,1420,285,4.98,7075.1
Cierra,F,1986,688,67,10.27,7064.8
Coretta,F,1968,336,16,21.0,7056.0
Morgan,F,1981,1768,443,3.99,7056.0
Devante,M,1993,961,131,7.34,7049.8
Franklin,M,1932,2754,1078,2.55,7035.7
Jillian,F,1978,1339,255,5.25,7031.1
Charmaine,F,1928,265,10,26.5,7022.5
Wendy,F,1949,2612,974,2.68,7004.7
Kylene,F,1979,205,6,34.17,7004.2
Kadijah,F,1993,313,14,22.36,6997.8
Kim,M,1952,2356,795,2.96,6982.1
Sonja,F,1938,1117,180,6.21,6931.6
Latifah,F,1990,300,13,23.08,6923.1
Tami,F,1957,850,105,8.1,6881.0
Andon,M,2004,203,6,33.83,6868.2
Arielle,F,1989,1530,341,4.49,6864.8
Raylan,M,2011,331,16,20.69,6847.6
Sierra,F,1985,1198,210,5.7,6834.3
Matteo,M,2016,2387,836,2.86,6815.5
Tea,F,1997,261,10,26.1,6812.1
Marnita,F,1962,202,6,33.67,6800.7
Chandler,M,1996,2187,704,3.11,6794.0
Stanley,M,1913,2595,997,2.6,6754.3
Shelley,F,1950,1670,413,4.04,6752.8
Nira,F,1933,201,6,33.5,6733.5
Kirby,F,1983,232,8,29.0,6728.0
Kelly,F,1957,1903,539,3.53,6718.8
Courtney,F,1974,2336,813,2.87,6712.0
Maci,F,2011,1737,451,3.85,6690.0
Sabrina,F,1956,956,137,6.98,6671.1
Aranza,F,2014,476,34,14.0,6664.0
Everly,F,2015,2331,817,2.85,6650.6
Erik,M,1965,2117,674,3.14,6649.4
Skylar,F,1999,2513,953,2.64,6626.6
Aria,F,2011,1983,596,3.33,6597.8
Davonte,M,1992,414,26,15.92,6592.2
Dereon,M,2007,214,7,30.57,6542.3
Vonda,F,1965,1093,183,5.97,6528.1
Nichelle,F,1967,361,20,18.05,6516.1
Darian,F,1993,523,42,12.45,6512.6
Keira,F,2004,1244,238,5.23,6502.3
Kadence,F,2004,797,98,8.13,6481.7
Joshua,M,1970,2175,731,2.98,6471.4
Connor,M,1991,2462,937,2.63,6469.0
June,F,1915,2139,710,3.01,6444.1
Mikalah,F,2005,321,16,20.06,6440.1
Savannah,F,1984,871,118,7.38,6429.2
Iker,M,2012,1545,372,4.15,6416.7
Pamela,F,1941,1468,337,4.36,6394.7
Kayleigh,F,1985,211,7,30.14,6360.1
Rita,F,1914,2010,636,3.16,6352.4
Lizbeth,F,2003,2275,817,2.78,6334.9
Francis,M,1912,2516,1000,2.52,6330.3
Lacey,F,1982,2382,897,2.66,6325.4
Leland,M,2006,903,129,7.0,6321.0
Merrily,F,1942,210,7,30.0,6300.0
Madisson,F,2025,958,146,6.56,6286.1
Anthony,M,1912,2480,980,2.53,6275.9
Janney,F,2013,224,8,28.0,6272.0
Justice,F,1995,1046,175,5.98,6252.1
Brandi,F,1972,2055,676,3.04,6247.1
Cassie,F,1982,2193,772,2.84,6229.6
Martika,F,1990,273,12,22.75,6210.8
Yahir,M,2002,334,18,18.56,6197.6
Bristol,F,2009,438,31,14.13,6188.5
Belinda,F,1950,1634,432,3.78,6180.5
Tevin,M,1992,1936,607,3.19,6174.8
Taraji,F,2010,423,29,14.59,6170.0
Colt,M,1983,351,20,17.55,6160.1
Sharon,F,1935,2426,961,2.52,6124.3
King,M,2013,2110,730,2.89,6098.8
Tristen,M,1995,618,63,9.81,6062.3
Lavar,M,1978,174,5,34.8,6055.2
Payton,F,1993,522,45,11.6,6055.2
Lori,F,1953,1792,531,3.37,6047.6
Elmer,M,1913,2323,894,2.6,6036.2
Mallory,F,1985,2039,689,2.96,6034.1
Djuana,F,1964,190,6,31.67,6016.7
Caylee,F,2009,1247,259,4.81,6003.9
Gail,F,1935,1800,541,3.33,5988.9
Tamia,F,1996,483,39,12.38,5981.8
Ciara,F,2005,2325,904,2.57,5979.7
Aisha,F,1977,1540,397,3.88,5973.8
Chandler,F,1993,733,90,8.14,5969.9
Jeffrey,M,1941,1502,378,3.97,5968.3
Cicely,F,1974,256,11,23.27,5957.8
Shanice,F,1993,1345,304,4.42,5950.7
Eliana,F,1986,481,39,12.33,5932.3
Chastity,F,1973,544,50,10.88,5918.7
Lyric,F,1995,344,20,17.2,5916.8
Colt,M,1982,344,20,17.2,5916.8
Jalissa,F,1988,172,5,34.4,5916.8
Klarity,F,2025,344,20,17.2,5916.8
Matteo,M,2015,2171,798,2.72,5906.3
Jaden,M,1999,1690,484,3.49,5901.0
Kylie,F,1978,509,44,11.57,5888.2
Jamaal,M,1976,230,9,25.56,5877.8
Erin,F,1957,1014,175,5.79,5875.4
Brianne,F,1980,1088,202,5.39,5860.1
Kim,F,1952,1292,285,4.53,5857.1
Tori,F,1993,2059,729,2.82,5815.5
Velvet,F,1961,332,19,17.47,5801.3
Urijah,M,2009,403,28,14.39,5800.3
Tabitha,F,1967,444,34,13.06,5798.1
Janis,F,1946,2053,729,2.82,5781.6
Rhonda,F,1949,1867,603,3.1,5780.6
